indicator,region,unit,year,value,source
Changes in inventories,TCHAD,Francs CFA,2016,285828000000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2017,427689000000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2017,62121000000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2018,857528000000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2018,364677000000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2019,1112281000000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2019,359105000000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2020,949493000000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2020,369962000000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2021,857262000000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2021,312868000000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2022,989434000000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2022,343089000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2005,2035146000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2006,2271279000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2006,1992550000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2007,2260612000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2007,2200994000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2008,2392252000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2008,2036776000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2009,1904538000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2009,2312085000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2010,2395555000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2010,1998494000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2011,2568249000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2011,2494556000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2012,3050904000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2012,2917212000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2013,2660470000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2013,2745728000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2014,2073003000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2014,2190565000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2015,2402308000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2015,2957103000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2016,1745213000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2016,2060451000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2017,1797166000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2017,1683123000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2018,2200251000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2018,1923384000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2019,2180572000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2019,2491487000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2020,1829640000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2020,2181988000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2021,2459072000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2021,1762737000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2022,3529194000000.0,INSEED - GDP Production
Exports,TCHAD,Francs CFA,2022,2603306000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2005,1009126000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2006,1009126000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2006,1114848000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2007,1009126000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2007,1155764000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2008,1009126000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2008,1249602000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2009,1009126000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2009,1344114000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2010,1009126000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2010,1541513000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2011,1009126000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2011,1835106000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2012,1009126000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2012,2064168000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2013,1009126000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2013,2209508000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2014,1009126000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2014,2204744000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2015,1009126000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2015,1961063000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2016,1009126000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2016,1269776000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2017,1009126000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2017,1227173000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2018,1009126000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2018,1453637000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2019,1009126000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2019,1523944000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2020,1009126000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2020,1535481000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2021,1009126000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2021,1558264000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2022,1009126000000.0,INSEED - GDP Production
F.B.C.,TCHAD,Francs CFA,2022,1572819000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2005,3161999000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2006,3541964000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2006,3342830000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2007,3629934000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2007,3855788000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2008,4201556000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2008,3919172000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2009,4598819000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2009,4281604000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2010,5077931000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2010,5122930000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2011,5287738000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2011,5169542000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2012,5724197000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2012,5365988000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2013,5940554000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2013,5915685000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2014,5828119000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2014,5752017000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2015,6008446000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2015,5907944000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2016,6205162000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2016,6336463000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2017,6075568000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2017,6284176000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2018,6225168000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2018,6243468000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2019,6327265000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2019,6441820000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2020,6470586000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2020,6244361000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2021,6683113000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2021,6635868000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2022,7400403000000.0,INSEED - GDP Production
Final consumption,TCHAD,Francs CFA,2022,6982821000000.0,INSEED - GDP Production
"GDP, Expenditure approach, constant prices (N-1)",TCHAD,Francs CFA,2006,4540090000000.0,INSEED - GDP Production
"GDP, Expenditure approach, constant prices (N-1)",TCHAD,Francs CFA,2007,5293529000000.0,INSEED - GDP Production
"GDP, Expenditure approach, constant prices (N-1)",TCHAD,Francs CFA,2008,5362191000000.0,INSEED - GDP Production
"GDP, Expenditure approach, constant prices (N-1)",TCHAD,Francs CFA,2009,5890068000000.0,INSEED - GDP Production
"GDP, Expenditure approach, constant prices (N-1)",TCHAD,Francs CFA,2010,6591987000000.0,INSEED - GDP Production
"GDP, Expenditure approach, constant prices (N-1)",TCHAD,Francs CFA,2011,7272819000000.0,INSEED - GDP Production
"GDP, Expenditure approach, constant prices (N-1)",TCHAD,Francs CFA,2012,8574756000000.0,INSEED - GDP Production
"GDP, Expenditure approach, constant prices (N-1)",TCHAD,Francs CFA,2013,9391442000000.0,INSEED - GDP Production
"GDP, Expenditure approach, constant prices (N-1)",TCHAD,Francs CFA,2014,9005704000000.0,INSEED - GDP Production
"GDP, Expenditure approach, constant prices (N-1)",TCHAD,Francs CFA,2015,9255518000000.0,INSEED - GDP Production
"GDP, Expenditure approach, constant prices (N-1)",TCHAD,Francs CFA,2016,8252309000000.0,INSEED - GDP Production
"GDP, Expenditure approach, constant prices (N-1)",TCHAD,Francs CFA,2017,7593780000000.0,INSEED - GDP Production
"GDP, Expenditure approach, constant prices (N-1)",TCHAD,Francs CFA,2018,8196217000000.0,INSEED - GDP Production
"GDP, Expenditure approach, constant prices (N-1)",TCHAD,Francs CFA,2019,8972082000000.0,INSEED - GDP Production
"GDP, Expenditure approach, constant prices (N-1)",TCHAD,Francs CFA,2020,8697597000000.0,INSEED - GDP Production
"GDP, Expenditure approach, constant prices (N-1)",TCHAD,Francs CFA,2021,8620435000000.0,INSEED - GDP Production
"GDP, Expenditure approach, constant prices (N-1)",TCHAD,Francs CFA,2022,9740554000000.0,INSEED - GDP Production
"GDP, Expenditure approach, current prices",TCHAD,Francs CFA,2005,4563892000000.0,INSEED - GDP Production
"GDP, Expenditure approach, current prices",TCHAD,Francs CFA,2006,5072558000000.0,INSEED - GDP Production
"GDP, Expenditure approach, current prices",TCHAD,Francs CFA,2007,5200540000000.0,INSEED - GDP Production
"GDP, Expenditure approach, current prices",TCHAD,Francs CFA,2008,5969975000000.0,INSEED - GDP Production
"GDP, Expenditure approach, current prices",TCHAD,Francs CFA,2009,5792893000000.0,INSEED - GDP Production
"GDP, Expenditure approach, current prices",TCHAD,Francs CFA,2010,6956068000000.0,INSEED - GDP Production
"GDP, Expenditure approach, current prices",TCHAD,Francs CFA,2011,7862948000000.0,INSEED - GDP Production
"GDP, Expenditure approach, current prices",TCHAD,Francs CFA,2012,9134991000000.0,INSEED - GDP Production
"GDP, Expenditure approach, current prices",TCHAD,Francs CFA,2013,8823673000000.0,INSEED - GDP Production
"GDP, Expenditure approach, current prices",TCHAD,Francs CFA,2014,8958899000000.0,INSEED - GDP Production
"GDP, Expenditure approach, current prices",TCHAD,Francs CFA,2015,8607806000000.0,INSEED - GDP Production
"GDP, Expenditure approach, current prices",TCHAD,Francs CFA,2016,7719452000000.0,INSEED - GDP Production
"GDP, Expenditure approach, current prices",TCHAD,Francs CFA,2017,7751211000000.0,INSEED - GDP Production
"GDP, Expenditure approach, current prices",TCHAD,Francs CFA,2018,8513328000000.0,INSEED - GDP Production
"GDP, Expenditure approach, current prices",TCHAD,Francs CFA,2019,8733307000000.0,INSEED - GDP Production
"GDP, Expenditure approach, current prices",TCHAD,Francs CFA,2020,8595167000000.0,INSEED - GDP Production
"GDP, Expenditure approach, current prices",TCHAD,Francs CFA,2021,9356007000000.0,INSEED - GDP Production
"GDP, Expenditure approach, current prices",TCHAD,Francs CFA,2022,11120705000000.0,INSEED - GDP Production
"GDP, Production approach, constant prices (N-1)",TCHAD,Francs CFA,2006,4540090000000.0,INSEED - GDP Production
"GDP, Production approach, constant prices (N-1)",TCHAD,Francs CFA,2007,5293529000000.0,INSEED - GDP Production
"GDP, Production approach, constant prices (N-1)",TCHAD,Francs CFA,2008,5362191000000.0,INSEED - GDP Production
"GDP, Production approach, constant prices (N-1)",TCHAD,Francs CFA,2009,5890068000000.0,INSEED - GDP Production
"GDP, Production approach, constant prices (N-1)",TCHAD,Francs CFA,2010,6591987000000.0,INSEED - GDP Production
"GDP, Production approach, constant prices (N-1)",TCHAD,Francs CFA,2011,7272819000000.0,INSEED - GDP Production
"GDP, Production approach, constant prices (N-1)",TCHAD,Francs CFA,2012,8574756000000.0,INSEED - GDP Production
"GDP, Production approach, constant prices (N-1)",TCHAD,Francs CFA,2013,9391442000000.0,INSEED - GDP Production
"GDP, Production approach, constant prices (N-1)",TCHAD,Francs CFA,2014,9005704000000.0,INSEED - GDP Production
"GDP, Production approach, constant prices (N-1)",TCHAD,Francs CFA,2015,9255518000000.0,INSEED - GDP Production
"GDP, Production approach, constant prices (N-1)",TCHAD,Francs CFA,2016,8252309000000.0,INSEED - GDP Production
"GDP, Production approach, constant prices (N-1)",TCHAD,Francs CFA,2017,7593780000000.0,INSEED - GDP Production
"GDP, Production approach, constant prices (N-1)",TCHAD,Francs CFA,2018,8196217000000.0,INSEED - GDP Production
"GDP, Production approach, constant prices (N-1)",TCHAD,Francs CFA,2019,8972082000000.0,INSEED - GDP Production
"GDP, Production approach, constant prices (N-1)",TCHAD,Francs CFA,2020,8697597000000.0,INSEED - GDP Production
"GDP, Production approach, constant prices (N-1)",TCHAD,Francs CFA,2021,8620435000000.0,INSEED - GDP Production
"GDP, Production approach, constant prices (N-1)",TCHAD,Francs CFA,2022,9740554000000.0,INSEED - GDP Production
"GDP, Production approach, current prices",TCHAD,Francs CFA,2005,4563892000000.0,INSEED - GDP Production
"GDP, Production approach, current prices",TCHAD,Francs CFA,2006,5072558000000.0,INSEED - GDP Production
"GDP, Production approach, current prices",TCHAD,Francs CFA,2007,5200540000000.0,INSEED - GDP Production
"GDP, Production approach, current prices",TCHAD,Francs CFA,2008,5969975000000.0,INSEED - GDP Production
"GDP, Production approach, current prices",TCHAD,Francs CFA,2009,5792893000000.0,INSEED - GDP Production
"GDP, Production approach, current prices",TCHAD,Francs CFA,2010,6956068000000.0,INSEED - GDP Production
"GDP, Production approach, current prices",TCHAD,Francs CFA,2011,7862948000000.0,INSEED - GDP Production
"GDP, Production approach, current prices",TCHAD,Francs CFA,2012,9134991000000.0,INSEED - GDP Production
"GDP, Production approach, current prices",TCHAD,Francs CFA,2013,8823673000000.0,INSEED - GDP Production
"GDP, Production approach, current prices",TCHAD,Francs CFA,2014,8958899000000.0,INSEED - GDP Production
"GDP, Production approach, current prices",TCHAD,Francs CFA,2015,8607806000000.0,INSEED - GDP Production
"GDP, Production approach, current prices",TCHAD,Francs CFA,2016,7719452000000.0,INSEED - GDP Production
"GDP, Production approach, current prices",TCHAD,Francs CFA,2017,7751211000000.0,INSEED - GDP Production
"GDP, Production approach, current prices",TCHAD,Francs CFA,2018,8513328000000.0,INSEED - GDP Production
"GDP, Production approach, current prices",TCHAD,Francs CFA,2019,8733307000000.0,INSEED - GDP Production
"GDP, Production approach, current prices",TCHAD,Francs CFA,2020,8595167000000.0,INSEED - GDP Production
"GDP, Production approach, current prices",TCHAD,Francs CFA,2021,9356007000000.0,INSEED - GDP Production
"GDP, Production approach, current prices",TCHAD,Francs CFA,2022,11120705000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2005,357239000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2006,425566000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2006,426699000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2007,548724000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2007,527667000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2008,648422000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2008,618833000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2009,711294000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2009,681504000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2010,760790000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2010,741810000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2011,945277000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2011,863855000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2012,1049503000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2012,984833000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2013,1004814000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2013,981295000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2014,780567000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2014,709652000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2015,602446000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2015,554476000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2016,836112000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2016,789649000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2017,741646000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2017,785669000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2018,694279000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2018,695347000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2019,741340000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2019,690284000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2020,828328000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2020,756059000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2021,873433000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2021,861763000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2022,979197000000.0,INSEED - GDP Production
General government,TCHAD,Francs CFA,2022,934779000000.0,INSEED - GDP Production
Households,TCHAD,Francs CFA,2005,2765187000000.0,INSEED - GDP Production
Households,TCHAD,Francs CFA,2006,3082445000000.0,INSEED - GDP Production
Households,TCHAD,Francs CFA,2006,2883502000000.0,INSEED - GDP Production
Households,TCHAD,Francs CFA,2007,3040885000000.0,INSEED - GDP Production
Households,TCHAD,Francs CFA,2007,3290763000000.0,INSEED - GDP Production
Households,TCHAD,Francs CFA,2008,3510115000000.0,INSEED - GDP Production
Households,TCHAD,Francs CFA,2008,3258947000000.0,INSEED - GDP Production
Households,TCHAD,Francs CFA,2009,3844069000000.0,INSEED - GDP Production
Households,TCHAD,Francs CFA,2009,3557011000000.0,INSEED - GDP Production
Households,TCHAD,Francs CFA,2010,4280717000000.0,INSEED - GDP Production
Households,TCHAD,Francs CFA,2010,4347086000000.0,INSEED - GDP Production
Households,TCHAD,Francs CFA,2011,4304287000000.0,INSEED - GDP Production
Households,TCHAD,Francs CFA,2011,4268203000000.0,INSEED - GDP Production
